_type,director,name,rating,star,year
ImdbItem,Aaron Norris,Braddock: Missing in Action III,4.8,"Chuck Norris,Aki Aleong,Roland Harrah III,Miki Kim",1988
ImdbItem,Bill Fishman,Tapeheads,5.7,"John Cusack,Tim Robbins,Mary Crosby,Clu Gulager",1988
ImdbItem,Frank Henenlotter,Brain Damage,6.7,"Rick Hearst,Gordon MacDonald,Jennifer Lowry,Theo Barnes",1988
ImdbItem,"Donald G. Jackson,R.J. Kizer",Hell Comes to Frogtown,5.5,"Julius LeFlore,RCB,Roddy Piper,William Smith",1988
ImdbItem,Philip Kaufman,The Unbearable Lightness of Being,7.4,"Daniel Day-Lewis,Juliette Binoche,Lena Olin,Derek de Lint",1988
ImdbItem,John Hughes,She's Having a Baby,5.8,"Kevin Bacon,Elizabeth McGovern,Alec Baldwin,James Ray",1988
ImdbItem,Wes Craven,The Serpent and the Rainbow,6.5,"Bill Pullman,Cathy Tyson,Zakes Mokae,Paul Winfield",1988
ImdbItem,Juan Piquer SimÃ_n,Slugs,5,"Michael Garfield,Kim Terry,Philip MacHale,Alicia Moro",1988
ImdbItem,James B. Harris,Cop,6.4,"James Woods,Lesley Ann Warren,Charles Durning,Charles Haid",1988
ImdbItem,Craig R. Baxley,Action Jackson,5.3,"Carl Weathers,Craig T. Nelson,Vanity,Sharon Stone",1988
ImdbItem,Joan Freeman,Satisfaction,4.8,"Justine Bateman,Liam Neeson,Trini Alvarado,Scott Coffey",1988
ImdbItem,Roger Spottiswoode,Shoot to Kill,6.8,"Sidney Poitier,Tom Berenger,Kirstie Alley,Clancy Brown",1988
ImdbItem,RamÃ_n MenÃ©ndez,Stand and Deliver,7.3,"Edward James Olmos,Estelle Harris,Mark Phelan,Virginia Paris",1988
ImdbItem,John Waters,Hairspray,7,"Sonny Bono,Ruth Brown,Divine,Debbie Harry",1988
ImdbItem,Roman Polanski,Frantic,6.9,"Harrison Ford,Betty Buckley,Emmanuelle Seigner,Djiby Soumare",1988
ImdbItem,Newt Arnold,Bloodsport,6.8,"Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton",1988
ImdbItem,Alan Metter,Moving,6.2,"Richard Pryor,Beverly Todd,Stacey Dash,Raphael Harris",1988
ImdbItem,Paul Golding,Pulse,5.4,"Cliff De Young,Roxanne Hart,Joey Lawrence,Matthew Lawrence",1988
ImdbItem,Roger Vadim,And God Created Woman,4.3,"Rebecca De Mornay,Vincent Spano,Frank Langella,Donovan Leitch Jr.",1988
ImdbItem,Ted Kotcheff,Switching Channels,5.9,"Kathleen Turner,Burt Reynolds,Christopher Reeve,Ned Beatty",1988
ImdbItem,Jon Stone,"Sesame Street, Special",7.8,"Linda Bove,Northern Calloway,Emilio Delgado,Loretta Long",1988 TV Special
ImdbItem,Brian Gilbert,Vice Versa,5.8,"Judge Reinhold,Fred Savage,Corinne Bohrer,Swoosie Kurtz",1988
ImdbItem,Bob Swaim,Masquerade,6,"Rob Lowe,Meg Tilly,Kim Cattrall,Doug Savant",1988
ImdbItem,Christopher Crowe,Off Limits,6.2,"Willem Dafoe,Gregory Hines,Fred Ward,Amanda Pays",1988
ImdbItem,"Annabel Jankel,Rocky Morton",D.O.A.,6.1,"Dennis Quaid,Meg Ryan,Charlotte Rampling,Daniel Stern",1988
ImdbItem,Robert Redford,The Milagro Beanfield War,6.9,"RubÃ©n Blades,Richard Bradford,SÃ´nia Braga,Julie Carmen",1988
ImdbItem,Robert M. Young,Dominick and Eugene,7.1,"Tom Hulce,Ray Liotta,Jamie Lee Curtis,Robert Levine",1988
ImdbItem,Richard Benjamin,Little Nikita,6,"Sidney Poitier,River Phoenix,Richard Jenkins,Caroline Kava",1988
ImdbItem,Geoff Burrowes,Return to Snowy River,6.6,"Tom Burlinson,Sigrid Thornton,Brian Dennehy,Nicholas Eadie",1988
ImdbItem,Mike Nichols,Biloxi Blues,6.6,"Matthew Broderick,Christopher Walken,Matt Mulhern,Corey Parker",1988
ImdbItem,Bud S. Smith,Johnny Be Good,4.5,"Anthony Michael Hall,Robert Downey Jr.,Paul Gleason,Uma Thurman",1988
ImdbItem,Alan Alda,A New Life,5.8,"Alan Alda,Ann-Margret,Hal Linden,Veronica Hamel",1988
ImdbItem,Tim Burton,Beetlejuice,7.5,"Alec Baldwin,Geena Davis,Michael Keaton,Annie McEnroe",1988
ImdbItem,William Lustig,Maniac Cop,6,"Tom Atkins,Bruce Campbell,Laurene Landon,Richard Roundtree",1988
ImdbItem,Ken Annakin,Pippi Langstrumpf's neueste Streiche,5.9,"Tami Erin,David Seaman,Cory Crow,Eileen Brennan",1988
ImdbItem,James Bridges,"Bright Lights, Big City",5.7,"Michael J. Fox,Kiefer Sutherland,Phoebe Cates,Swoosie Kurtz",1988
ImdbItem,Carl Schultz,The Seventh Sign,5.9,"Demi Moore,Michael Biehn,JÃ_rgen Prochnow,Peter Friedman",1988
ImdbItem,Andrew Davis,Above the Law,6,"Steven Seagal,Pam Grier,Henry Silva,Ron Dean",1988
ImdbItem,Paul Flaherty,18 Again!,5.7,"Charlie Schlatter,George Burns,Tony Roberts,Anita Morris",1988
ImdbItem,Andrew Fleming,Bad Dreams,5.6,"Jennifer Rubin,Bruce Abbott,Richard Lynch,Dean Cameron",1988
ImdbItem,John Erman,The Attic: The Hiding of Anne Frank,6.9,"Mary Steenburgen,Paul Scofield,Huub Stapel,Eleanor Bron",1988
ImdbItem,Dennis Hopper,Colors,6.7,"Sean Penn,Robert Duvall,Maria Conchita Alonso,Randy Brooks",1988
ImdbItem,Michael Winner,Appointment with Death,6.2,"Peter Ustinov,Lauren Bacall,Carrie Fisher,John Gielgud",1988
ImdbItem,Thom Eberhardt,The Night Before,6.4,"Keanu Reeves,Lori Loughlin,Theresa Saldana,Trinidad Silva",1988
ImdbItem,GeneviÃ¨ve Robert,Casual Sex?,4.9,"Lea Thompson,Victoria Jackson,Stephen Shellen,Jerry Levine",1988
ImdbItem,Frank LaLoggia,Lady in White,6.7,"Lukas Haas,Len Cariou,Alex Rocco,Katherine Helmond",1988
ImdbItem,John De Bello,Return of the Killer Tomatoes!,5.2,"Anthony Starke,George Clooney,Karen M. Waldron,Steve Lundquist",1988
ImdbItem,Marisa Silver,Permanent Record,6.5,"Alan Boyce,Keanu Reeves,Pamela Gidley,Michael Elgart",1988
ImdbItem,Mike Figgis,Stormy Monday,6.3,"Melanie Griffith,Tommy Lee Jones,Sting,Sean Bean",1988
ImdbItem,Kevin Tenney,Night of the Demons,6.3,"Cathy Podewell,Alvin Alexis,Hal Havins,Allison Barron",1988
ImdbItem,Zalman King,Two Moon Junction,5,"Sherilyn Fenn,Richard Tyson,Louise Fletcher,Burl Ives",1988
ImdbItem,Mick Garris,Critters 2,5.4,"Scott Grimes,Liane Curtis,Terrence Mann,Don Keith Opper",1988
ImdbItem,Blake Edwards,Sunset,5.7,"Bruce Willis,James Garner,Malcolm McDowell,Mariel Hemingway",1988
ImdbItem,Mark Goldblatt,Dead Heat,6,"Treat Williams,Joe Piscopo,Lindsay Frost,Darren McGavin",1988
ImdbItem,Rowdy Herrington,Jack's Back,6,"James Spader,Cynthia Gibb,Jim Haynie,Robert Picardo",1988
ImdbItem,James Glickenhaus,Shakedown,5.9,"Peter Weller,Sam Elliott,Richard Brooks,Jude Ciccolella",1988
ImdbItem,Boaz Davidson,Salsa,4.9,"Draco Rosa,Rodney Harvey,Magali Alvarado,Miranda Garrison",1988
ImdbItem,,The Bourne Identity,6.9,"Richard Chamberlain,Jaclyn Smith,Anthony Quayle,Donald Moffat",1988â€“ 
ImdbItem,Luc Besson,The Big Blue,7.6,"Jean-Marc Barr,Jean Reno,Rosanna Arquette,Paul Shenar",1988
ImdbItem,John Carl Buechler,Friday the 13th Part VII: The New Blood,5.3,"Terry Kiser,Jennifer Banko,John Otrin,Susan Blu",1988
ImdbItem,Terence Davies,"Distant Voices, Still Lives",7.5,"Pete Postlethwaite,Freda Dowie,Angela Walsh,Dean Williams",1988
ImdbItem,Sandor Stern,Pin,6.7,"David Hewlett,Cynthia Preston,Terry O'Quinn,Bronwen Mantel",1988
ImdbItem,Martin Stellman,For Queen & Country,5.7,"Denzel Washington,Dorian Healy,Sean Chapman,Graham McTavish",1988
ImdbItem,Ron Howard,Willow,7.3,"Val Kilmer,Joanne Whalley,Warwick Davis,Jean Marsh",1988
ImdbItem,John Cornell,Crocodile Dundee II,5.6,"Paul Hogan,Linda Kozlowski,John Meillon,Ernie Dingo",1988
ImdbItem,Jim Wynorski,Not of This Earth,4.5,"Traci Lords,Arthur Roberts,Lenny Juliano,Ace Mask",1988
ImdbItem,Clint Eastwood,Bird,7.2,"Forest Whitaker,Diane Venora,Michael Zelniker,Samuel E. Wright",1988
ImdbItem,"Nicholas Corea,Bill Bixby",The Incredible Hulk Returns,5.8,"Bill Bixby,Lou Ferrigno,Jack Colvin,Lee Purcell",1988
ImdbItem,Peter MacDonald,Rambo III,5.8,"Sylvester Stallone,Richard Crenna,Marc de Jonge,Kurtwood Smith",1988
ImdbItem,Stephen Chiodo,Killer Klowns from Outer Space,6.1,"Grant Cramer,Suzanne Snyder,John Allen Nelson,John Vernon",1988
ImdbItem,Richard Eyre,Tumbledown,7.5,"Colin Firth,Paul Rhys,David Calder,Barbara Leigh-Hunt",1988
ImdbItem,Robert Bierman,Vampire's Kiss,5.9,"Nicolas Cage,Maria Conchita Alonso,Jennifer Beals,Elizabeth Ashley",1988
ImdbItem,Eric Karson,Black Eagle,3.8,"ShÃ´ Kosugi,Jean-Claude Van Damme,Doran Clark,Bruce French",1988
ImdbItem,Mira Nair,Salaam Bombay!,8,"Shafiq Syed,Hansa Vithal,Chanda Sharma,Raghuvir Yadav",1988
ImdbItem,Charles Sturridge,A Handful of Dust,6.8,"James Wilby,Kristin Scott Thomas,Richard Beale,Jackson Kyle",1988
ImdbItem,David Stevens,Kansas,5.4,"Matt Dillon,Andrew McCarthy,Leslie Hope,Alan Toy",1988
ImdbItem,John Quinn,Cheerleader Camp,4.7,"Betsy Russell,Leif Garrett,Lucinda Dickey,Lorie Griffin",1988
ImdbItem,Penny Marshall,Big,7.3,"Tom Hanks,Elizabeth Perkins,Robert Loggia,John Heard",1988
ImdbItem,George Roy Hill,Funny Farm,6.2,"Chevy Chase,Madolyn Smith Osborne,Kevin O'Morrison,Joseph Maher",1988
ImdbItem,Gary Sherman,Poltergeist III,4.6,"Heather O'Rourke,Tom Skerritt,Nancy Allen,Zelda Rubinstein",1988
ImdbItem,Jim Abrahams,Big Business,6.4,"Bette Midler,Lily Tomlin,Fred Ward,Edward Herrmann",1988
ImdbItem,Peter Hyams,The Presidio,6,"Sean Connery,Mark Harmon,Meg Ryan,Jack Warden",1988
ImdbItem,Walter Hill,Red Heat,6.1,"Arnold Schwarzenegger,Jim Belushi,Peter Boyle,Ed O'Ross",1988
ImdbItem,Ron Shelton,Bull Durham,7.1,"Kevin Costner,Susan Sarandon,Tim Robbins,Trey Wilson",1988
ImdbItem,Howard Deutch,The Great Outdoors,6.6,"Dan Aykroyd,John Candy,Stephanie Faracy,Annette Bening",1988
ImdbItem,Anthony Hickox,Waxwork,6.2,"Zach Galligan,Deborah Foreman,Jennifer Bassey,Joe Baker",1988
ImdbItem,Robert Zemeckis,Who Framed Roger Rabbit,7.7,"Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer",1988
ImdbItem,John Landis,Coming to America,7,"Eddie Murphy,Paul Bates,Garcelle Beauvais,Feather",1988
ImdbItem,Stan Winston,Pumpkinhead,6.2,"Lance Henriksen,Jeff East,John D'Aquino,Kimberly Ross",1988
ImdbItem,Greg Beeman,License to Drive,6.3,"Corey Haim,Corey Feldman,Carol Kane,Richard Masur",1988
ImdbItem,"Charles Crichton,John Cleese",A Fish Called Wanda,7.6,"John Cleese,Jamie Lee Curtis,Kevin Kline,Michael Palin",1988
ImdbItem,Don Coscarelli,Phantasm II,6.5,"James Le Gros,Reggie Bannister,Angus Scrimm,Paula Irvine",1988
ImdbItem,Bud Yorkin,Arthur 2: On the Rocks,4.4,"Dudley Moore,Liza Minnelli,John Gielgud,Geraldine Fitzgerald",1988
ImdbItem,Martin Brest,Midnight Run,7.6,"Robert De Niro,Charles Grodin,Yaphet Kotto,John Ashton",1988
ImdbItem,John McTiernan,Die Hard,8.2,"Bruce Willis,Alan Rickman,Bonnie Bedelia,Reginald VelJohnson",1988
ImdbItem,Buddy Van Horn,The Dead Pool,6.3,"Clint Eastwood,Liam Neeson,Patricia Clarkson,Evan C. Kim",1988
ImdbItem,Rick Sloane,Hobgoblins,2.3,"Tom Bartlett,Paige Sullivan,Steven Boggs,Kelley Palmer",1988
ImdbItem,Allan Arkush,Caddyshack II,3.7,"Jackie Mason,Robert Stack,Dyan Cannon,Dina Merrill",1988
ImdbItem,Randal Kleiser,Big Top Pee-wee,5,"Paul Reubens,Penelope Ann Miller,Kris Kristofferson,Valeria Golino",1988
ImdbItem,Roger Donaldson,Cocktail,5.9,"Tom Cruise,Bryan Brown,Elisabeth Shue,Lisa Banes",1988
ImdbItem,George A. Romero,Monkey Shines,6.2,"Jason Beghe,John Pankow,Kate McNeil,Joyce Van Patten",1988
ImdbItem,Ken Kwapis,Vibes,5.6,"Cyndi Lauper,Jeff Goldblum,Ramon Bieri,Michael Lerner",1988
ImdbItem,Ferdinand Fairfax,The Rescue,5.5,"Kevin Dillon,Christine Harnos,Edward Albert,Ellen Barber",1988
ImdbItem,Dick Bartlett,Ollie Hopnoodle's Haven of Bliss,7.5,"Jean Shepherd,James Sikking,Dorothy Lyman,Jerry O'Connell",1988
ImdbItem,Peter Markle,Bat*21,6.4,"Gene Hackman,Danny Glover,Jerry Reed,David Marshall Grant",1988
ImdbItem,Christopher Cain,Young Guns,6.9,"Emilio Estevez,Kiefer Sutherland,Lou Diamond Phillips,Charlie Sheen",1988
ImdbItem,Glenn Gordon Caron,Clean and Sober,6.7,"Michael Keaton,Kathy Baker,Morgan Freeman,Tate Donovan",1988
ImdbItem,"Steven Kampmann,William Porter",Stealing Home,6.8,"Mark Harmon,Jodie Foster,Blair Brown,Jonathan Silverman",1988
ImdbItem,Jonathan Demme,Married to the Mob,6.1,"Michelle Pfeiffer,Alec Baldwin,Paul Lazar,Captain Haggerty",1988
ImdbItem,Stewart Raffill,Mac and Me,3.4,"Christine Ebersole,Jonathan Ward,Tina Caspary,Lauren Stanley",1988
ImdbItem,Martin Scorsese,The Last Temptation of Christ,7.6,"Willem Dafoe,Harvey Keitel,Barbara Hershey,Paul Greco",1988
ImdbItem,Francis Ford Coppola,Tucker: The Man and His Dream,6.9,"Jeff Bridges,Joan Allen,Martin Landau,Frederic Forrest",1988
ImdbItem,Joan Micklin Silver,Crossing Delancey,6.9,"Amy Irving,Peter Riegert,Reizl Bozyk,Jeroen KrabbÃ©",1988
ImdbItem,Renny Harlin,A Nightmare on Elm Street 4: The Dream Master,5.7,"Robert Englund,Rodney Eastman,John Beckman,Kisha Brackel",1988
ImdbItem,Scott Garen,Mickey's 60th Birthday,7.3,"John Ritter,Jill Eikenberry,Cheech Marin,Phylicia Rashad",1988
ImdbItem,Costa-Gavras,Betrayed,6.3,"Debra Winger,Tom Berenger,John Heard,Betsy Blair",1988
ImdbItem,Michael Seresin,Homeboy,5.9,"Mickey Rourke,Christopher Walken,Debra Feuer,Thomas Quinn",1988
ImdbItem,Michael A. Simpson,Sleepaway Camp II: Unhappy Campers,5.7,"Pamela Springsteen,RenÃ©e Estevez,Tony Higgins,Valerie Hartman",1988
ImdbItem,William Tannen,Hero and the Terror,5.2,"Chuck Norris,Brynn Thayer,Steve James,Jack O'Halloran",1988
ImdbItem,William Wesley,Scarecrows,5.5,"Ted Vernon,Michael David Simms,Richard Vidan,Kristina Sanborn",1988
ImdbItem,Michael Dinner,Hot to Trot,4.4,"Bobcat Goldthwait,Dabney Coleman,John Candy,Virginia Madsen",1988
ImdbItem,Arthur Allan Seidelman,A Friendship in Vienna,6.9,"Jane Alexander,Edward Asner,Natasha Bell,Helen Bourne",1988
ImdbItem,Mike Leigh,High Hopes,7.5,"Phil Davis,Ruth Sheen,Edna DorÃ©,Philip Jackson",1988
ImdbItem,Michael Hoffman,Some Girls,5.9,"Patrick Dempsey,Jennifer Connelly,Sheila Kelley,Lance Edwards",1988
ImdbItem,"David Winters,Neal Sundstrom",Space Mutiny,2.1,"Reb Brown,John Phillip Law,James Ryan,Cameron Mitchell",1988
ImdbItem,Theodoros Angelopoulos,Landschaft im Nebel,8,"Michalis Zeke,Tania Palaiologou,Stratos Tzortzoglou,Eva Kotamanidou",1988
ImdbItem,Ernest Thompson,1969,5.8,"Robert Downey Jr.,Kiefer Sutherland,Bruce Dern,Mariette Hartley",1988
ImdbItem,Brian Mills,The Hound of the Baskervilles,8,"Jeremy Brett,Edward Hardwicke,Raymond Adamson,Alastair Duncan",1988
ImdbItem,David Mamet,Things Change,7,"Don Ameche,Joe Mantegna,Robert Prosky,J.J. Johnston",1988
ImdbItem,John Hillcoat,Willkommen in der HÃ¶lle,7,"David Field,Mike Bishop,Chris DeRose,Kevin Mackey",1988
ImdbItem,Daniel Petrie,Rocket Gibraltar,6.6,"Burt Lancaster,Suzy Amis,Patricia Clarkson,Frances Conroy",1988
ImdbItem,John Sayles,Eight Men Out,7.3,"John Cusack,Clifton James,Michael Lerner,Christopher Lloyd",1988
ImdbItem,Steve De Jarnatt,Miracle Mile,7,"Anthony Edwards,Mare Winningham,John Agar,Lou Hancock",1988
ImdbItem,Sidney Lumet,Running on Empty,7.7,"River Phoenix,Christine Lahti,Judd Hirsch,Jonas Abry",1988
ImdbItem,Kevin Reynolds,The Beast of War,7.4,"George Dzundza,Jason Patric,Steven Bauer,Stephen Baldwin",1988
ImdbItem,David Cronenberg,Dead Ringers,7.3,"Jeremy Irons,GeneviÃ¨ve Bujold,Heidi von Palleske,Barbara Gordon",1988
ImdbItem,Tony Randel,Hellbound: Hellraiser II,6.5,"Doug Bradley,Ashley Laurence,Clare Higgins,Kenneth Cranham",1988
ImdbItem,Julien Temple,Earth Girls Are Easy,5.3,"Geena Davis,Jeff Goldblum,Jim Carrey,Damon Wayans",1988
ImdbItem,Paul Mazursky,Moon Over Parador,5.9,"Richard Dreyfuss,Raul Julia,SÃ´nia Braga,Jonathan Winters",1988
ImdbItem,Peter Greenaway,Drowning by Numbers,7.3,"Bernard Hill,Joan Plowright,Juliet Stevenson,Joely Richardson",1988
ImdbItem,Bernard Rose,Paperhouse,6.8,"Charlotte Burke,Jane Bertish,Samantha Cahill,Glenne Headly",1988
ImdbItem,Ken Russell,The Lair of the White Worm,5.9,"Amanda Donohoe,Hugh Grant,Catherine Oxenberg,Peter Capaldi",1988
ImdbItem,Henry Winkler,Memories of Me,5.7,"Billy Crystal,Alan King,JoBeth Williams,Janet Carroll",1988
ImdbItem,Martin Campbell,Criminal Law,5.7,"Gary Oldman,Kevin Bacon,Tess Harper,Karen Young",1988
ImdbItem,David Green,Buster,5.8,"Phil Collins,Julie Walters,Larry Lamb,Stephanie Lawrence",1988
ImdbItem,Vincent Ward,The Navigator: A Medieval Odyssey,6.9,"Bruce Lyons,Chris Haywood,Hamish Gough,Marshall Napier",1988
ImdbItem,"Greg Ford,Friz Freleng,Chuck Jones,Terry Lennon,Robert McKimson,Maurice Noble",Daffy Duck's Quackbusters,7.2,"Mel Blanc,Mel TormÃ©,Roy Firestone,B.J. Ward",1988
ImdbItem,James Signorelli,Elvira: Mistress of the Dark,6.5,"Cassandra Peterson,Phil Rubenstein,Larry Flash Jenkins,Damita Jo Freeman",1988
ImdbItem,Chris Columbus,Heartbreak Hotel,5.7,"David Keith,Tuesday Weld,Charlie Schlatter,Angela Goethals",1988
ImdbItem,Martin Donovan,Apartment Zero,6.9,"Hart Bochner,Colin Firth,Dora Bryan,Liz Smith",1988
ImdbItem,Andrew Solt,Imagine: John Lennon,7.9,"John Lennon,Yoko Ono,Paul McCartney,George Harrison",1988
ImdbItem,Michael Lehmann,Heathers,7.3,"Winona Ryder,Christian Slater,Shannen Doherty,Lisanne Falk",1988
ImdbItem,Albert Band,Ghoulies II,4.4,"Damon Martin,Royal Dano,Phil Fondacaro,J. Downing",1988
ImdbItem,Marcel OphÃ_ls,Hotel Terminus - Leben und Zeit von Klaus Barbie,7.8,"Klaus Barbie,Claude Lanzmann,Marcel OphÃ_ls,Johannes Schneider-Merck",1988
ImdbItem,Michael Apted,Gorillas in the Mist,7,"Sigourney Weaver,Bryan Brown,Julie Harris,John Omirah Miluwi",1988
ImdbItem,Graham Baker,Alien Nation,6.3,"James Caan,Mandy Patinkin,Terence Stamp,Kevyn Major Howard",1988
ImdbItem,David Seltzer,Punchline,5.8,"Sally Field,Tom Hanks,John Goodman,Mark Rydell",1988
ImdbItem,Robert Mulligan,Clara's Heart,6.3,"Whoopi Goldberg,Michael Ontkean,Kathleen Quinlan,Neil Patrick Harris",1988
ImdbItem,,Jack the Ripper,7.7,"Michael Caine,Armand Assante,Ray McAnally,Lewis Collins",1988
ImdbItem,Jonathan Kaplan,The Accused,7.1,"Kelly McGillis,Jodie Foster,Bernie Coulson,Leo Rossi",1988
ImdbItem,Woody Allen,Another Woman,7.4,"Gena Rowlands,Mia Farrow,Ian Holm,Blythe Danner",1988
ImdbItem,"Charles A. Nichols,Ray Patterson",Scooby-Doo and the Ghoul School,7,"Remy Auberjonois,Susan Blu,Hamilton Camp,Jeff Cohen",1988
ImdbItem,Jean-Jacques Annaud,The Bear,7.7,"TchÃ©ky Karyo,Bart the Bear,Youk the Bear,Jack Wallace",1988
ImdbItem,Thom Eberhardt,Without a Clue,7,"Michael Caine,Ben Kingsley,Jeffrey Jones,Lysette Anthony",1988
ImdbItem,Donald Petrie,Mystic Pizza,6.2,"Annabeth Gish,Julia Roberts,Lili Taylor,Vincent D'Onofrio",1988
ImdbItem,Dwight H. Little,Halloween 4: The Return of Michael Myers,5.9,"Donald Pleasence,Ellie Cornell,Danielle Harris,George P. Wilbur",1988
ImdbItem,Joseph Zito,Red Scorpion,5.1,"Dolph Lundgren,M. Emmet Walsh,Al White,T.P. McKenna",1988
ImdbItem,Charlotte Zwerin,"Thelonious Monk: Straight, No Chaser",7.7,"Thelonious Monk,John Coltrane,Jimmy Cleveland,Harry Colomby",1988
ImdbItem,Daniel Goldberg,Feds,5.4,"Rebecca De Mornay,Mary Gross,Ken Marshall,Fred Dalton Thompson",1988
ImdbItem,"Jerry Kramer,Colin Chilvers",Moonwalker,6.1,"Michael Jackson,Joe Pesci,Sean Lennon,Kellie Parker",1988
ImdbItem,Tommy Lee Wallace,Fright Night Part 2,5.9,"William Ragsdale,Roddy McDowall,Traci Lind,Julie Carmen",1988
ImdbItem,Fred Schepisi,A Cry in the Dark,6.9,"Meryl Streep,Sam Neill,Dale Reeves,David Hoflin",1988
ImdbItem,John Carpenter,They Live,7.3,"Roddy Piper,Keith David,Meg Foster,George 'Buck' Flower",1988
ImdbItem,Taylor Hackford,Everybody's All-American,6.2,"Jessica Lange,Dennis Quaid,Timothy Hutton,John Goodman",1988
ImdbItem,Leonard Nimoy,The Good Mother,5.9,"Diane Keaton,Liam Neeson,Jason Robards,Ralph Bellamy",1988
ImdbItem,Tom Holland,Child's Play,6.6,"Catherine Hicks,Chris Sarandon,Alex Vincent,Brad Dourif",1988
ImdbItem,John R. Cherry III,Ernest Saves Christmas,5.6,"Jim Varney,Douglas Seale,Oliver Clark,Noelle Parker",1988
ImdbItem,Sidney J. Furie,Der stÃ_hlerne Adler II,3.6,"Louis Gossett Jr.,Mark Humphrey,Stuart Margolin,Alan Scarfe",1988
ImdbItem,George Scribner,Oliver & Company,6.7,"Joey Lawrence,Billy Joel,Cheech Marin,Richard Mulligan",1988
ImdbItem,,Christabel,6.8,"Elizabeth Hurley,Stephen Dillane,Nigel Le Vaillant,Geoffrey Palmer",1988â€“ 
ImdbItem,Richard Donner,Scrooged,7,"Bill Murray,Karen Allen,John Forsythe,John Glover",1988
ImdbItem,Don Bluth,The Land Before Time,7.4,"Pat Hingle,Gabriel Damon,Judith Barsi,Helen Shaver",1988
ImdbItem,Neil Jordan,High Spirits,5.7,"Peter O'Toole,Daryl Hannah,Steve Guttenberg,Donal McCann",1988
ImdbItem,David Anspaugh,Fresh Horses,5,"Molly Ringwald,Andrew McCarthy,Patti D'Arbanville,Ben Stiller",1988
ImdbItem,Keith Gordon,The Chocolate War,6.9,"John Glover,Ilan Mitchell-Smith,Wallace Langham,Doug Hutchison",1988
ImdbItem,"Phil Roman,Doug Frankel,Bob Scott,Ruth Kissane,Bill Littlejohn,Bob Nesler,George Singer,John Sparey",Garfield: His 9 Lives,8,"Lorenzo Music,Thom Huge,Gregg Berger,DesirÃ©e Goyette",1988
ImdbItem,Daniel Petrie,Cocoon: The Return,5.3,"Don Ameche,Wilford Brimley,Courteney Cox,Hume Cronyn",1988
ImdbItem,David Zucker,The Naked Gun: From the Files of Police Squad!,7.6,"Leslie Nielsen,Priscilla Presley,O.J. Simpson,Ricardo Montalban",1988
ImdbItem,Alan Parker,Mississippi Burning,7.8,"Gene Hackman,Willem Dafoe,Frances McDormand,Brad Dourif",1988
ImdbItem,Robert Towne,Tequila Sunrise,6,"Mel Gibson,Michelle Pfeiffer,Kurt Russell,Raul Julia",1988
ImdbItem,Jon Hess,Watchers - gnadenlos gejagt,5.3,"Corey Haim,Michael Ironside,Christopher Cary,Graeme Campbell",1988
ImdbItem,Jack Gold,The Tenth Man,7.1,"Anthony Hopkins,Kristin Scott Thomas,Derek Jacobi,Cyril Cusack",1988
ImdbItem,Ivan Reitman,Twins,6,"Arnold Schwarzenegger,Danny DeVito,Kelly Preston,Chloe Webb",1988
ImdbItem,Terry Gilliam,The Adventures of Baron Munchausen,7.2,"John Neville,Eric Idle,Sarah Polley,Oliver Reed",1988
ImdbItem,Richard Benjamin,My Stepmother Is an Alien,5.3,"Dan Aykroyd,Kim Basinger,Jon Lovitz,Alyson Hannigan",1988
ImdbItem,Robert Englund,976-EVIL,5.1,"Stephen Geoffreys,Patrick O'Bryan,Sandy Dennis,Jim Metzler",1988
ImdbItem,Stephen Frears,Dangerous Liaisons,7.6,"Glenn Close,John Malkovich,Michelle Pfeiffer,Swoosie Kurtz",1988
ImdbItem,Barry Levinson,Rain Man,8,"Dustin Hoffman,Tom Cruise,Valeria Golino,Gerald R. Molen",1988
ImdbItem,Frank Oz,Dirty Rotten Scoundrels,7.3,"Steve Martin,Michael Caine,Glenne Headly,Anton Rodgers",1988
ImdbItem,Paul Bogart,Torch Song Trilogy,7.7,"Anne Bancroft,Matthew Broderick,Harvey Fierstein,Brian Kerwin",1988
ImdbItem,Yahoo Serious,Einstein Junior,5.1,"Yahoo Serious,Odile Le Clezio,John Howard,Peewee Wilson",1988
ImdbItem,Keenen Ivory Wayans,I'm Gonna Git You Sucka,6.6,"Keenen Ivory Wayans,Bernie Casey,Antonio Fargas,Steve James",1988
